disruption_id,operator_ref,route_number,start_time,end_time,duration_minutes,reason,severity,description
DIS-110336,UNIL,U2B,2026-04-27T04:58:31.000+05:45,2026-04-27T05:22:31.000+05:45,24,Accident on route,medium,Accident on route affecting line U2B (medium severity)
DIS-523001,WDBC,21,2026-06-28T18:43:47.000+05:45,2026-06-28T21:17:47.000+05:45,154,Accident on route,severe,Accident on route affecting line 21 (severe severity)
DIS-453084,WDBC,24,2026-06-20T05:18:18.000+05:45,2026-06-20T07:39:18.000+05:45,141,Accident on route,low,Accident on route affecting line 24 (low severity)
DIS-565893,TDTR,158,2026-06-13T10:33:29.000+05:45,2026-06-13T13:08:29.000+05:45,155,Accident on route,high,Accident on route affecting line 158 (high severity)
DIS-999405,BLUS,11,2026-05-03T06:10:08.000+05:45,2026-05-03T07:54:08.000+05:45,104,Road closure,severe,Road closure affecting line 11 (severe severity)
DIS-849353,WDBC,31,2026-06-21T03:18:40.000+05:45,2026-06-21T06:39:40.000+05:45,201,Diversion,severe,Diversion affecting line 31 (severe severity)
DIS-368631,SWWD,26,2026-07-19T15:14:26.000+05:45,2026-07-19T15:27:26.000+05:45,13,Severe weather,low,Severe weather affecting line 26 (low severity)
DIS-211591,SWWD,901,2026-07-01T19:38:18.000+05:45,2026-07-01T20:03:18.000+05:45,25,Diversion,severe,Diversion affecting line 901 (severe severity)
DIS-503211,SWWD,907,2026-06-05T17:47:58.000+05:45,2026-06-05T21:18:58.000+05:45,211,Severe weather,medium,Severe weather affecting line 907 (medium severity)
DIS-189036,WDBC,30,2026-05-27T12:23:37.000+05:45,2026-05-27T12:57:37.000+05:45,34,Traffic congestion,severe,Traffic congestion affecting line 30 (severe severity)
DIS-647896,SVCT,22,2026-05-14T07:45:06.000+05:45,2026-05-14T10:55:06.000+05:45,190,Diversion,low,Diversion affecting line 22 (low severity)
DIS-807382,WDBC,40,2026-05-30T01:50:15.000+05:45,2026-05-30T03:09:15.000+05:45,79,Diversion,low,Diversion affecting line 40 (low severity)
DIS-708393,TDTR,154,2026-07-13T05:01:46.000+05:45,2026-07-13T06:39:46.000+05:45,98,Roadworks,high,Roadworks affecting line 154 (high severity)
DIS-273008,WDBC,761,2026-07-19T04:01:41.000+05:45,2026-07-19T07:32:41.000+05:45,211,Road closure,low,Road closure affecting line 761 (low severity)
DIS-392116,SWWD,2,2026-07-19T23:20:42.000+05:45,2026-07-20T00:12:42.000+05:45,52,Severe weather,medium,Severe weather affecting line 2 (medium severity)
DIS-347536,SVCT,204,2026-05-14T10:14:59.000+05:45,2026-05-14T13:25:59.000+05:45,191,Driver shortage,high,Driver shortage affecting line 204 (high severity)
DIS-483975,SWWD,PR7,2026-05-26T19:54:31.000+05:45,2026-05-26T20:58:31.000+05:45,64,Severe weather,low,Severe weather affecting line PR7 (low severity)
DIS-946291,WDBC,31,2026-06-08T19:35:47.000+05:45,2026-06-08T21:30:47.000+05:45,115,Severe weather,high,Severe weather affecting line 31 (high severity)
DIS-625780,WDBC,L3,2026-06-06T10:06:45.000+05:45,2026-06-06T11:56:45.000+05:45,110,Road closure,low,Road closure affecting line L3 (low severity)
DIS-119291,SWWD,908,2026-05-21T00:56:41.000+05:45,2026-05-21T01:59:41.000+05:45,63,Diversion,high,Diversion affecting line 908 (high severity)
DIS-956605,SQ,DEAD,2026-06-06T10:31:27.000+05:45,2026-06-06T13:34:27.000+05:45,183,Severe weather,low,Severe weather affecting line DEAD (low severity)
DIS-768636,WDBC,941,2026-04-24T06:04:28.000+05:45,2026-04-24T09:11:28.000+05:45,187,Vehicle breakdown,high,Vehicle breakdown affecting line 941 (high severity)
DIS-968444,SWWD,PR9,2026-05-13T22:34:04.000+05:45,2026-05-13T23:04:04.000+05:45,30,Road closure,high,Road closure affecting line PR9 (high severity)
DIS-725138,WDBC,777,2026-04-29T05:52:10.000+05:45,2026-04-29T08:18:10.000+05:45,146,Roadworks,high,Roadworks affecting line 777 (high severity)
DIS-282803,WDBC,761,2026-05-19T08:04:05.000+05:45,2026-05-19T09:40:05.000+05:45,96,Traffic congestion,low,Traffic congestion affecting line 761 (low severity)
DIS-590690,WDBC,50,2026-04-30T04:45:57.000+05:45,2026-04-30T05:48:57.000+05:45,63,Vehicle breakdown,high,Vehicle breakdown affecting line 50 (high severity)
DIS-562565,BLUS,24,2026-05-23T11:33:06.000+05:45,2026-05-23T15:11:06.000+05:45,218,Vehicle breakdown,medium,Vehicle breakdown affecting line 24 (medium severity)
DIS-208634,SWWD,PVDRT,2026-05-06T18:30:32.000+05:45,2026-05-06T18:49:32.000+05:45,19,Planned engineering works,medium,Planned engineering works affecting line PVDRT (medium severity)
DIS-439255,SVCT,6,2026-06-08T09:49:02.000+05:45,2026-06-08T10:27:02.000+05:45,38,Road closure,low,Road closure affecting line 6 (low severity)
DIS-364581,TDTR,920,2026-06-06T04:40:05.000+05:45,2026-06-06T08:05:05.000+05:45,205,Accident on route,high,Accident on route affecting line 920 (high severity)
DIS-813275,SVCT,209,2026-06-18T21:46:32.000+05:45,2026-06-18T22:27:32.000+05:45,41,Road closure,medium,Road closure affecting line 209 (medium severity)
DIS-276433,SWWD,906,2026-07-01T02:28:39.000+05:45,2026-07-01T04:44:39.000+05:45,136,Diversion,high,Diversion affecting line 906 (high severity)
DIS-599899,SQ,TW1,2026-05-25T23:00:27.000+05:45,2026-05-26T00:32:27.000+05:45,92,Roadworks,low,Roadworks affecting line TW1 (low severity)
DIS-316961,SWWD,TPDRT,2026-05-08T14:00:25.000+05:45,2026-05-08T17:44:25.000+05:45,224,Road closure,high,Road closure affecting line TPDRT (high severity)
DIS-320115,SVCT,38,2026-05-08T02:34:42.000+05:45,2026-05-08T03:28:42.000+05:45,54,Vehicle breakdown,medium,Vehicle breakdown affecting line 38 (medium severity)
DIS-797343,SWWD,R12,2026-06-11T17:58:33.000+05:45,2026-06-11T21:21:33.000+05:45,203,Accident on route,severe,Accident on route affecting line R12 (severe severity)
DIS-525888,SWWD,901,2026-05-10T03:44:06.000+05:45,2026-05-10T04:09:06.000+05:45,25,Roadworks,medium,Roadworks affecting line 901 (medium severity)
DIS-324449,WDBC,32,2026-06-21T12:56:03.000+05:45,2026-06-21T16:46:03.000+05:45,230,Accident on route,high,Accident on route affecting line 32 (high severity)
DIS-353299,SWWD,625,2026-05-06T21:31:23.000+05:45,2026-05-07T01:04:23.000+05:45,213,Severe weather,low,Severe weather affecting line 625 (low severity)
DIS-154750,BLUS,7,2026-04-23T05:23:54.000+05:45,2026-04-23T08:49:54.000+05:45,206,Road closure,high,Road closure affecting line 7 (high severity)
DIS-749122,SVCT,1,2026-06-24T09:12:24.000+05:45,2026-06-24T12:29:24.000+05:45,197,Diversion,severe,Diversion affecting line 1 (severe severity)
DIS-910367,TDTR,156,2026-07-10T09:21:52.000+05:45,2026-07-10T10:09:52.000+05:45,48,Traffic congestion,low,Traffic congestion affecting line 156 (low severity)
DIS-322206,BLUS,PR1,2026-05-31T06:58:23.000+05:45,2026-05-31T08:41:23.000+05:45,103,Severe weather,low,Severe weather affecting line PR1 (low severity)
DIS-876899,WDBC,50,2026-07-17T03:07:14.000+05:45,2026-07-17T05:25:14.000+05:45,138,Driver shortage,medium,Driver shortage affecting line 50 (medium severity)
DIS-708804,BLUS,14,2026-05-08T09:59:14.000+05:45,2026-05-08T11:34:14.000+05:45,95,Vehicle breakdown,medium,Vehicle breakdown affecting line 14 (medium severity)
DIS-853545,DAMY,20,2026-06-01T07:53:20.000+05:45,2026-06-01T08:12:20.000+05:45,19,Traffic congestion,low,Traffic congestion affecting line 20 (low severity)
DIS-278249,SWWD,37,2026-05-09T07:04:44.000+05:45,2026-05-09T10:37:44.000+05:45,213,Severe weather,high,Severe weather affecting line 37 (high severity)
DIS-783855,BLUS,17,2026-06-26T12:51:15.000+05:45,2026-06-26T13:03:15.000+05:45,12,Driver shortage,low,Driver shortage affecting line 17 (low severity)
DIS-229700,WDBC,6,2026-06-16T15:16:30.000+05:45,2026-06-16T15:41:30.000+05:45,25,Driver shortage,low,Driver shortage affecting line 6 (low severity)
DIS-699034,UNIL,U2C,2026-06-12T10:44:54.000+05:45,2026-06-12T13:18:54.000+05:45,154,Roadworks,severe,Roadworks affecting line U2C (severe severity)
DIS-915814,SWWD,927,2026-06-26T06:30:36.000+05:45,2026-06-26T08:14:36.000+05:45,104,Roadworks,high,Roadworks affecting line 927 (high severity)
DIS-378127,SVCT,208,2026-05-15T11:47:12.000+05:45,2026-05-15T14:48:12.000+05:45,181,Driver shortage,high,Driver shortage affecting line 208 (high severity)
DIS-772525,BLUS,20,2026-05-18T02:12:54.000+05:45,2026-05-18T02:57:54.000+05:45,45,Severe weather,low,Severe weather affecting line 20 (low severity)
DIS-513791,BLUS,NFG,2026-06-26T03:16:49.000+05:45,2026-06-26T04:29:49.000+05:45,73,Severe weather,low,Severe weather affecting line NFG (low severity)
DIS-333957,SVCT,201,2026-07-15T11:18:47.000+05:45,2026-07-15T13:28:47.000+05:45,130,Driver shortage,high,Driver shortage affecting line 201 (high severity)
DIS-470181,WDBC,X3,2026-05-31T18:25:57.000+05:45,2026-05-31T19:45:57.000+05:45,80,Planned engineering works,high,Planned engineering works affecting line X3 (high severity)
DIS-920514,WDBC,737,2026-06-14T03:26:06.000+05:45,2026-06-14T05:53:06.000+05:45,147,Diversion,severe,Diversion affecting line 737 (severe severity)
DIS-254688,WDBC,38,2026-05-26T18:45:12.000+05:45,2026-05-26T21:50:12.000+05:45,185,Traffic congestion,low,Traffic congestion affecting line 38 (low severity)
DIS-850155,SVCT,37,2026-05-20T14:56:47.000+05:45,2026-05-20T18:54:47.000+05:45,238,Road closure,high,Road closure affecting line 37 (high severity)
DIS-191212,TDTR,R24,2026-06-20T10:50:33.000+05:45,2026-06-20T11:10:33.000+05:45,20,Vehicle breakdown,low,Vehicle breakdown affecting line R24 (low severity)
DIS-770432,SVCT,200,2026-05-13T17:18:40.000+05:45,2026-05-13T19:59:40.000+05:45,161,Diversion,low,Diversion affecting line 200 (low severity)
DIS-830647,UNIL,U1C,2026-05-12T17:25:42.000+05:45,2026-05-12T18:37:42.000+05:45,72,Diversion,high,Diversion affecting line U1C (high severity)
DIS-417115,TDTR,1A,2026-05-13T16:05:34.000+05:45,2026-05-13T16:16:34.000+05:45,11,Planned engineering works,low,Planned engineering works affecting line 1A (low severity)
DIS-583990,SVCT,1,2026-05-07T10:18:37.000+05:45,2026-05-07T12:48:37.000+05:45,150,Severe weather,high,Severe weather affecting line 1 (high severity)
DIS-243072,SVCT,4,2026-05-16T23:32:49.000+05:45,2026-05-17T00:17:49.000+05:45,45,Roadworks,high,Roadworks affecting line 4 (high severity)
DIS-463014,WDBC,ONE,2026-06-11T00:58:05.000+05:45,2026-06-11T02:34:05.000+05:45,96,Accident on route,high,Accident on route affecting line ONE (high severity)
DIS-466303,BLUS,4,2026-06-11T20:06:19.000+05:45,2026-06-11T23:06:19.000+05:45,180,Severe weather,medium,Severe weather affecting line 4 (medium severity)
DIS-882243,SWWD,R14,2026-07-16T23:43:14.000+05:45,2026-07-17T03:29:14.000+05:45,226,Road closure,medium,Road closure affecting line R14 (medium severity)
DIS-132719,DAMY,X8,2026-05-26T07:13:25.000+05:45,2026-05-26T07:32:25.000+05:45,19,Driver shortage,high,Driver shortage affecting line X8 (high severity)
DIS-896455,SVCT,38,2026-06-10T00:01:16.000+05:45,2026-06-10T01:30:16.000+05:45,89,Planned engineering works,medium,Planned engineering works affecting line 38 (medium severity)
DIS-740639,TDTR,2,2026-05-18T02:39:54.000+05:45,2026-05-18T04:59:54.000+05:45,140,Traffic congestion,low,Traffic congestion affecting line 2 (low severity)
DIS-699989,SWWD,PR15,2026-05-14T12:14:56.000+05:45,2026-05-14T14:03:56.000+05:45,109,Accident on route,medium,Accident on route affecting line PR15 (medium severity)
DIS-437061,SWWD,650,2026-07-01T07:03:04.000+05:45,2026-07-01T10:15:04.000+05:45,192,Roadworks,low,Roadworks affecting line 650 (low severity)
DIS-147084,BLUS,21,2026-06-23T10:19:17.000+05:45,2026-06-23T11:44:17.000+05:45,85,Traffic congestion,severe,Traffic congestion affecting line 21 (severe severity)
DIS-778581,BLUS,61,2026-05-10T09:00:47.000+05:45,2026-05-10T11:08:47.000+05:45,128,Vehicle breakdown,high,Vehicle breakdown affecting line 61 (high severity)
DIS-375223,SWWD,X7R,2026-07-02T15:35:28.000+05:45,2026-07-02T15:50:28.000+05:45,15,Roadworks,medium,Roadworks affecting line X7R (medium severity)
DIS-590965,BLUS,19,2026-06-20T10:29:57.000+05:45,2026-06-20T12:12:57.000+05:45,103,Driver shortage,medium,Driver shortage affecting line 19 (medium severity)
DIS-125013,SVCT,39,2026-06-23T22:05:44.000+05:45,2026-06-23T23:03:44.000+05:45,58,Accident on route,medium,Accident on route affecting line 39 (medium severity)
DIS-515941,SVCT,200,2026-04-28T12:38:55.000+05:45,2026-04-28T13:35:55.000+05:45,57,Roadworks,low,Roadworks affecting line 200 (low severity)
DIS-431220,SWWD,R2,2026-05-24T02:55:08.000+05:45,2026-05-24T05:46:08.000+05:45,171,Diversion,high,Diversion affecting line R2 (high severity)
DIS-464380,WDBC,940,2026-06-28T02:07:06.000+05:45,2026-06-28T04:04:06.000+05:45,117,Road closure,low,Road closure affecting line 940 (low severity)
DIS-839017,WDBC,m2,2026-06-07T05:03:12.000+05:45,2026-06-07T05:55:12.000+05:45,52,Driver shortage,medium,Driver shortage affecting line m2 (medium severity)
DIS-821303,BLUS,PR1,2026-06-05T22:38:14.000+05:45,2026-06-05T23:40:14.000+05:45,62,Roadworks,high,Roadworks affecting line PR1 (high severity)
DIS-893009,WDBC,12,2026-05-14T08:08:01.000+05:45,2026-05-14T10:29:01.000+05:45,141,Roadworks,severe,Roadworks affecting line 12 (severe severity)
DIS-130723,BLUS,15,2026-05-15T21:14:02.000+05:45,2026-05-15T22:05:02.000+05:45,51,Roadworks,medium,Roadworks affecting line 15 (medium severity)
DIS-274370,WDBC,m1,2026-06-15T07:08:50.000+05:45,2026-06-15T10:40:50.000+05:45,212,Accident on route,severe,Accident on route affecting line m1 (severe severity)
DIS-686515,UNIL,U6H,2026-05-29T23:08:59.000+05:45,2026-05-30T02:37:59.000+05:45,209,Diversion,high,Diversion affecting line U6H (high severity)
DIS-784113,SWWD,PR15,2026-07-13T03:07:11.000+05:45,2026-07-13T04:17:11.000+05:45,70,Planned engineering works,medium,Planned engineering works affecting line PR15 (medium severity)
DIS-120042,TDTR,2,2026-05-01T10:48:15.000+05:45,2026-05-01T11:23:15.000+05:45,35,Traffic congestion,medium,Traffic congestion affecting line 2 (medium severity)
DIS-537854,WDBC,777,2026-06-26T23:43:19.000+05:45,2026-06-27T00:40:19.000+05:45,57,Driver shortage,low,Driver shortage affecting line 777 (low severity)
DIS-662157,BLUS,19,2026-05-31T22:46:33.000+05:45,2026-06-01T02:10:33.000+05:45,204,Planned engineering works,medium,Planned engineering works affecting line 19 (medium severity)
DIS-292959,TDTR,2,2026-06-20T01:38:44.000+05:45,2026-06-20T02:02:44.000+05:45,24,Planned engineering works,low,Planned engineering works affecting line 2 (low severity)
DIS-120751,TDTR,1A,2026-04-27T17:07:37.000+05:45,2026-04-27T17:44:37.000+05:45,37,Roadworks,low,Roadworks affecting line 1A (low severity)
DIS-614693,SWWD,88,2026-05-15T21:31:49.000+05:45,2026-05-15T21:56:49.000+05:45,25,Vehicle breakdown,low,Vehicle breakdown affecting line 88 (low severity)
DIS-440790,SVCT,8,2026-04-24T16:51:15.000+05:45,2026-04-24T18:30:15.000+05:45,99,Traffic congestion,low,Traffic congestion affecting line 8 (low severity)
DIS-650906,SVCT,202,2026-04-25T15:10:06.000+05:45,2026-04-25T16:40:06.000+05:45,90,Diversion,medium,Diversion affecting line 202 (medium severity)
DIS-460789,WDBC,m2,2026-04-23T18:02:35.000+05:45,2026-04-23T19:44:35.000+05:45,102,Vehicle breakdown,low,Vehicle breakdown affecting line m2 (low severity)
DIS-727321,SVCT,59,2026-04-26T05:59:32.000+05:45,2026-04-26T09:21:32.000+05:45,202,Severe weather,severe,Severe weather affecting line 59 (severe severity)
DIS-304319,SVCT,214,2026-06-11T23:30:50.000+05:45,2026-06-11T23:57:50.000+05:45,27,Traffic congestion,high,Traffic congestion affecting line 214 (high severity)
DIS-311954,WDBC,7A,2026-05-06T01:41:07.000+05:45,2026-05-06T03:17:07.000+05:45,96,Planned engineering works,low,Planned engineering works affecting line 7A (low severity)
DIS-615438,TDTR,R24,2026-05-03T08:29:16.000+05:45,2026-05-03T08:52:16.000+05:45,23,Roadworks,medium,Roadworks affecting line R24 (medium severity)
DIS-771558,SWWD,906,2026-05-19T09:13:39.000+05:45,2026-05-19T11:20:39.000+05:45,127,Severe weather,high,Severe weather affecting line 906 (high severity)
DIS-174099,SVCT,39,2026-05-24T02:54:38.000+05:45,2026-05-24T03:06:38.000+05:45,12,Road closure,severe,Road closure affecting line 39 (severe severity)
DIS-313936,TDTR,1,2026-05-25T19:31:38.000+05:45,2026-05-25T21:00:38.000+05:45,89,Severe weather,low,Severe weather affecting line 1 (low severity)
DIS-123027,TDTR,15,2026-06-11T18:20:55.000+05:45,2026-06-11T22:02:55.000+05:45,222,Diversion,low,Diversion affecting line 15 (low severity)
DIS-994827,BLUS,503,2026-06-10T02:14:33.000+05:45,2026-06-10T03:29:33.000+05:45,75,Vehicle breakdown,low,Vehicle breakdown affecting line 503 (low severity)
DIS-394920,SVCT,TSS,2026-06-17T03:18:34.000+05:45,2026-06-17T04:34:34.000+05:45,76,Planned engineering works,high,Planned engineering works affecting line TSS (high severity)
DIS-992351,WDBC,31,2026-06-05T20:17:31.000+05:45,2026-06-05T20:58:31.000+05:45,41,Roadworks,severe,Roadworks affecting line 31 (severe severity)
DIS-186136,SVCT,212,2026-05-22T10:00:30.000+05:45,2026-05-22T13:27:30.000+05:45,207,Planned engineering works,low,Planned engineering works affecting line 212 (low severity)
DIS-513379,TDTR,R24,2026-06-24T09:35:56.000+05:45,2026-06-24T09:59:56.000+05:45,24,Vehicle breakdown,severe,Vehicle breakdown affecting line R24 (severe severity)
DIS-626864,WDBC,17,2026-05-27T21:21:13.000+05:45,2026-05-27T23:02:13.000+05:45,101,Diversion,high,Diversion affecting line 17 (high severity)
DIS-749045,BLUS,1,2026-05-04T15:59:41.000+05:45,2026-05-04T17:30:41.000+05:45,91,Diversion,medium,Diversion affecting line 1 (medium severity)
DIS-831922,WDBC,35,2026-06-10T16:47:01.000+05:45,2026-06-10T17:01:01.000+05:45,14,Driver shortage,medium,Driver shortage affecting line 35 (medium severity)
DIS-781752,SWWD,R12,2026-06-25T02:52:29.000+05:45,2026-06-25T04:36:29.000+05:45,104,Traffic congestion,low,Traffic congestion affecting line R12 (low severity)
DIS-120972,SVCT,8,2026-05-04T14:45:16.000+05:45,2026-05-04T16:35:16.000+05:45,110,Traffic congestion,medium,Traffic congestion affecting line 8 (medium severity)
DIS-228385,BLUS,539,2026-07-12T22:22:39.000+05:45,2026-07-12T23:35:39.000+05:45,73,Severe weather,medium,Severe weather affecting line 539 (medium severity)
DIS-532112,SVCT,209,2026-05-05T08:36:49.000+05:45,2026-05-05T09:57:49.000+05:45,81,Driver shortage,high,Driver shortage affecting line 209 (high severity)
DIS-670021,SVCT,12,2026-05-14T23:32:45.000+05:45,2026-05-15T02:37:45.000+05:45,185,Roadworks,high,Roadworks affecting line 12 (high severity)
DIS-168972,BLUS,19,2026-06-17T19:18:39.000+05:45,2026-06-17T21:06:39.000+05:45,108,Vehicle breakdown,severe,Vehicle breakdown affecting line 19 (severe severity)
DIS-965679,WDBC,9,2026-07-06T05:31:36.000+05:45,2026-07-06T08:34:36.000+05:45,183,Vehicle breakdown,low,Vehicle breakdown affecting line 9 (low severity)
DIS-968520,BLUS,NFG,2026-05-24T01:14:45.000+05:45,2026-05-24T04:03:45.000+05:45,169,Accident on route,high,Accident on route affecting line NFG (high severity)
DIS-609681,SVCT,9,2026-04-26T12:11:03.000+05:45,2026-04-26T15:05:03.000+05:45,174,Vehicle breakdown,severe,Vehicle breakdown affecting line 9 (severe severity)
DIS-119767,BLUS,635,2026-06-26T12:25:29.000+05:45,2026-06-26T15:14:29.000+05:45,169,Severe weather,severe,Severe weather affecting line 635 (severe severity)
DIS-163950,TDTR,155,2026-05-14T11:29:09.000+05:45,2026-05-14T12:05:09.000+05:45,36,Vehicle breakdown,severe,Vehicle breakdown affecting line 155 (severe severity)
DIS-258940,WDBC,32,2026-07-02T08:52:49.000+05:45,2026-07-02T09:12:49.000+05:45,20,Planned engineering works,medium,Planned engineering works affecting line 32 (medium severity)
DIS-268952,WDBC,12,2026-05-28T19:24:46.000+05:45,2026-05-28T19:50:46.000+05:45,26,Roadworks,medium,Roadworks affecting line 12 (medium severity)
DIS-421675,WDBC,737,2026-07-08T09:53:31.000+05:45,2026-07-08T11:59:31.000+05:45,126,Roadworks,low,Roadworks affecting line 737 (low severity)
DIS-424707,SWWD,987,2026-04-21T18:35:59.000+05:45,2026-04-21T19:00:59.000+05:45,25,Diversion,low,Diversion affecting line 987 (low severity)
DIS-407987,SWWD,987,2026-04-24T17:49:13.000+05:45,2026-04-24T19:45:13.000+05:45,116,Diversion,severe,Diversion affecting line 987 (severe severity)
DIS-397776,SWWD,603,2026-07-10T06:09:27.000+05:45,2026-07-10T09:32:27.000+05:45,203,Diversion,severe,Diversion affecting line 603 (severe severity)
DIS-621283,BLUS,10,2026-06-09T02:44:59.000+05:45,2026-06-09T05:07:59.000+05:45,143,Accident on route,medium,Accident on route affecting line 10 (medium severity)
DIS-670348,WDBC,24,2026-06-17T04:56:57.000+05:45,2026-06-17T05:43:57.000+05:45,47,Severe weather,low,Severe weather affecting line 24 (low severity)
DIS-226406,TDTR,X76,2026-07-18T10:59:19.000+05:45,2026-07-18T14:25:19.000+05:45,206,Roadworks,low,Roadworks affecting line X76 (low severity)
DIS-170185,SVCT,22,2026-05-26T23:57:29.000+05:45,2026-05-27T02:27:29.000+05:45,150,Severe weather,medium,Severe weather affecting line 22 (medium severity)
DIS-250481,SWWD,29,2026-07-12T20:01:36.000+05:45,2026-07-12T23:32:36.000+05:45,211,Road closure,medium,Road closure affecting line 29 (medium severity)
DIS-509233,UNIL,U2C,2026-05-15T16:18:41.000+05:45,2026-05-15T19:35:41.000+05:45,197,Roadworks,low,Roadworks affecting line U2C (low severity)
DIS-554585,BLUS,20,2026-06-08T19:25:38.000+05:45,2026-06-08T20:46:38.000+05:45,81,Severe weather,low,Severe weather affecting line 20 (low severity)
DIS-705394,SVCT,TSS,2026-07-20T05:12:29.000+05:45,2026-07-20T08:20:29.000+05:45,188,Vehicle breakdown,severe,Vehicle breakdown affecting line TSS (severe severity)
DIS-291539,WDBC,X6,2026-04-27T18:47:40.000+05:45,2026-04-27T21:43:40.000+05:45,176,Accident on route,low,Accident on route affecting line X6 (low severity)
DIS-626248,DAMY,1,2026-05-06T11:24:28.000+05:45,2026-05-06T11:35:28.000+05:45,11,Vehicle breakdown,severe,Vehicle breakdown affecting line 1 (severe severity)
DIS-919085,SVCT,5,2026-04-29T05:52:28.000+05:45,2026-04-29T06:33:28.000+05:45,41,Severe weather,high,Severe weather affecting line 5 (high severity)
DIS-229871,DAMY,X8,2026-05-30T11:42:54.000+05:45,2026-05-30T13:56:54.000+05:45,134,Driver shortage,low,Driver shortage affecting line X8 (low severity)
DIS-960460,TDTR,15,2026-05-24T01:37:25.000+05:45,2026-05-24T02:18:25.000+05:45,41,Vehicle breakdown,high,Vehicle breakdown affecting line 15 (high severity)
DIS-212357,BLUS,16,2026-07-11T15:07:29.000+05:45,2026-07-11T15:44:29.000+05:45,37,Severe weather,low,Severe weather affecting line 16 (low severity)
DIS-374724,SVCT,6,2026-04-29T12:43:00.000+05:45,2026-04-29T15:53:00.000+05:45,190,Roadworks,medium,Roadworks affecting line 6 (medium severity)
DIS-819715,SWWD,66,2026-06-03T20:48:33.000+05:45,2026-06-03T22:24:33.000+05:45,96,Planned engineering works,low,Planned engineering works affecting line 66 (low severity)
DIS-205659,SVCT,38,2026-06-15T01:59:33.000+05:45,2026-06-15T02:56:33.000+05:45,57,Severe weather,severe,Severe weather affecting line 38 (severe severity)
DIS-503801,UNIL,U6C,2026-07-07T03:03:04.000+05:45,2026-07-07T03:57:04.000+05:45,54,Traffic congestion,severe,Traffic congestion affecting line U6C (severe severity)
DIS-237609,DAMY,5,2026-05-21T16:09:08.000+05:45,2026-05-21T17:25:08.000+05:45,76,Driver shortage,medium,Driver shortage affecting line 5 (medium severity)
DIS-161912,SVCT,SL,2026-05-01T07:30:57.000+05:45,2026-05-01T09:11:57.000+05:45,101,Severe weather,severe,Severe weather affecting line SL (severe severity)
DIS-746435,WDBC,32,2026-06-08T06:26:58.000+05:45,2026-06-08T07:02:58.000+05:45,36,Vehicle breakdown,medium,Vehicle breakdown affecting line 32 (medium severity)
DIS-380942,WDBC,U3,2026-06-29T13:21:44.000+05:45,2026-06-29T16:26:44.000+05:45,185,Accident on route,low,Accident on route affecting line U3 (low severity)
DIS-629806,SWWD,PVDRT,2026-04-21T21:34:49.000+05:45,2026-04-22T01:22:49.000+05:45,228,Diversion,severe,Diversion affecting line PVDRT (severe severity)
DIS-426630,SVCT,5,2026-06-23T07:32:46.000+05:45,2026-06-23T11:22:46.000+05:45,230,Severe weather,medium,Severe weather affecting line 5 (medium severity)
DIS-403396,WDBC,13A,2026-05-28T22:02:32.000+05:45,2026-05-29T00:09:32.000+05:45,127,Roadworks,high,Roadworks affecting line 13A (high severity)
DIS-727039,WDBC,20,2026-05-30T18:26:15.000+05:45,2026-05-30T20:51:15.000+05:45,145,Planned engineering works,severe,Planned engineering works affecting line 20 (severe severity)
DIS-292864,SWWD,PR3,2026-07-08T05:52:19.000+05:45,2026-07-08T06:12:19.000+05:45,20,Accident on route,high,Accident on route affecting line PR3 (high severity)
DIS-992810,TDTR,SSS,2026-07-06T04:59:26.000+05:45,2026-07-06T07:31:26.000+05:45,152,Roadworks,severe,Roadworks affecting line SSS (severe severity)
DIS-828444,WDBC,5,2026-05-03T06:01:45.000+05:45,2026-05-03T09:39:45.000+05:45,218,Planned engineering works,low,Planned engineering works affecting line 5 (low severity)
DIS-620839,TDTR,1,2026-07-03T02:33:43.000+05:45,2026-07-03T06:04:43.000+05:45,211,Traffic congestion,medium,Traffic congestion affecting line 1 (medium severity)
DIS-823613,TDTR,15,2026-05-18T23:16:59.000+05:45,2026-05-19T01:39:59.000+05:45,143,Severe weather,low,Severe weather affecting line 15 (low severity)
DIS-818426,BLUS,17,2026-05-02T04:04:43.000+05:45,2026-05-02T06:29:43.000+05:45,145,Diversion,severe,Diversion affecting line 17 (severe severity)
DIS-575822,WDBC,L5,2026-06-05T18:40:36.000+05:45,2026-06-05T21:13:36.000+05:45,153,Roadworks,medium,Roadworks affecting line L5 (medium severity)
DIS-949378,BLUS,NFG,2026-05-19T09:48:56.000+05:45,2026-05-19T10:15:56.000+05:45,27,Driver shortage,low,Driver shortage affecting line NFG (low severity)
DIS-682214,BLUS,23,2026-07-16T04:32:52.000+05:45,2026-07-16T06:27:52.000+05:45,115,Planned engineering works,severe,Planned engineering works affecting line 23 (severe severity)
DIS-130455,SVCT,6,2026-05-09T10:58:47.000+05:45,2026-05-09T14:33:47.000+05:45,215,Accident on route,low,Accident on route affecting line 6 (low severity)
DIS-581244,SWWD,650,2026-04-28T09:40:24.000+05:45,2026-04-28T10:03:24.000+05:45,23,Planned engineering works,high,Planned engineering works affecting line 650 (high severity)
DIS-422145,TDTR,920,2026-06-29T22:45:44.000+05:45,2026-06-29T23:24:44.000+05:45,39,Driver shortage,high,Driver shortage affecting line 920 (high severity)
