disruption_id,operator_ref,route_number,start_time,end_time,duration_minutes,reason,severity,description
DIS-231369,SWWD,D3,2026-06-24T13:40:42.000+05:45,2026-06-24T17:26:42.000+05:45,226,Driver shortage,severe,Driver shortage affecting line D3 (severe severity)
DIS-366989,SWWD,PR11,2026-06-03T03:42:56.000+05:45,2026-06-03T05:20:56.000+05:45,98,Planned engineering works,low,Planned engineering works affecting line PR11 (low severity)
DIS-615511,DAMY,5,2026-05-30T05:33:20.000+05:45,2026-05-30T08:22:20.000+05:45,169,Driver shortage,severe,Driver shortage affecting line 5 (severe severity)
DIS-568549,SWWD,PVDRT,2026-07-20T07:51:43.000+05:45,2026-07-20T11:46:43.000+05:45,235,Driver shortage,high,Driver shortage affecting line PVDRT (high severity)
DIS-340884,WDBC,Q7,2026-07-04T04:46:22.000+05:45,2026-07-04T07:47:22.000+05:45,181,Traffic congestion,high,Traffic congestion affecting line Q7 (high severity)
DIS-816037,WDBC,50,2026-06-29T03:26:49.000+05:45,2026-06-29T04:50:49.000+05:45,84,Roadworks,medium,Roadworks affecting line 50 (medium severity)
DIS-944048,DAMY,6,2026-07-03T13:45:33.000+05:45,2026-07-03T14:45:33.000+05:45,60,Road closure,medium,Road closure affecting line 6 (medium severity)
DIS-520778,SWWD,PR7,2026-04-22T03:14:07.000+05:45,2026-04-22T03:34:07.000+05:45,20,Roadworks,medium,Roadworks affecting line PR7 (medium severity)
DIS-453908,UNIL,U6C,2026-07-14T16:24:55.000+05:45,2026-07-14T18:00:55.000+05:45,96,Severe weather,severe,Severe weather affecting line U6C (severe severity)
DIS-949708,BLUS,8,2026-06-19T14:44:53.000+05:45,2026-06-19T17:13:53.000+05:45,149,Diversion,severe,Diversion affecting line 8 (severe severity)
DIS-291249,BLUS,18,2026-05-29T00:32:21.000+05:45,2026-05-29T01:55:21.000+05:45,83,Traffic congestion,medium,Traffic congestion affecting line 18 (medium severity)
DIS-653939,WDBC,193,2026-07-05T10:49:19.000+05:45,2026-07-05T11:07:19.000+05:45,18,Road closure,high,Road closure affecting line 193 (high severity)
DIS-658860,WDBC,1B,2026-06-18T09:51:52.000+05:45,2026-06-18T11:55:52.000+05:45,124,Diversion,severe,Diversion affecting line 1B (severe severity)
DIS-975108,SWWD,PR3,2026-05-12T14:39:00.000+05:45,2026-05-12T16:13:00.000+05:45,94,Diversion,severe,Diversion affecting line PR3 (severe severity)
DIS-523007,WDBC,775,2026-04-23T09:10:05.000+05:45,2026-04-23T12:15:05.000+05:45,185,Roadworks,high,Roadworks affecting line 775 (high severity)
DIS-161486,TDTR,156,2026-06-12T19:02:11.000+05:45,2026-06-12T20:59:11.000+05:45,117,Diversion,high,Diversion affecting line 156 (high severity)
DIS-375290,SWWD,PR7,2026-05-06T21:34:33.000+05:45,2026-05-07T00:59:33.000+05:45,205,Driver shortage,severe,Driver shortage affecting line PR7 (severe severity)
DIS-767126,SVCT,5,2026-07-02T10:38:29.000+05:45,2026-07-02T11:25:29.000+05:45,47,Driver shortage,medium,Driver shortage affecting line 5 (medium severity)
DIS-910003,SVCT,5,2026-07-12T04:16:24.000+05:45,2026-07-12T06:32:24.000+05:45,136,Planned engineering works,severe,Planned engineering works affecting line 5 (severe severity)
DIS-370513,WDBC,40,2026-06-30T22:57:22.000+05:45,2026-07-01T01:45:22.000+05:45,168,Roadworks,medium,Roadworks affecting line 40 (medium severity)
DIS-818173,UNIL,U2B,2026-07-20T07:38:18.000+05:45,2026-07-20T08:52:18.000+05:45,74,Roadworks,high,Roadworks affecting line U2B (high severity)
DIS-387763,WDBC,112,2026-05-28T21:25:40.000+05:45,2026-05-28T21:40:40.000+05:45,15,Driver shortage,low,Driver shortage affecting line 112 (low severity)
DIS-589090,WDBC,4,2026-06-15T12:02:00.000+05:45,2026-06-15T13:54:00.000+05:45,112,Diversion,severe,Diversion affecting line 4 (severe severity)
DIS-654388,WDBC,40,2026-06-19T21:51:01.000+05:45,2026-06-19T23:26:01.000+05:45,95,Diversion,medium,Diversion affecting line 40 (medium severity)
DIS-659552,SWWD,987,2026-05-30T05:22:10.000+05:45,2026-05-30T08:52:10.000+05:45,210,Traffic congestion,low,Traffic congestion affecting line 987 (low severity)
DIS-644719,SWWD,906,2026-07-02T19:58:46.000+05:45,2026-07-02T21:23:46.000+05:45,85,Accident on route,medium,Accident on route affecting line 906 (medium severity)
DIS-585896,WDBC,16,2026-06-12T17:35:33.000+05:45,2026-06-12T20:42:33.000+05:45,187,Road closure,low,Road closure affecting line 16 (low severity)
DIS-170937,BLUS,635,2026-07-11T01:43:39.000+05:45,2026-07-11T02:56:39.000+05:45,73,Accident on route,high,Accident on route affecting line 635 (high severity)
DIS-732870,TDTR,X46,2026-06-27T00:19:08.000+05:45,2026-06-27T04:13:08.000+05:45,234,Severe weather,high,Severe weather affecting line X46 (high severity)
DIS-923015,WDBC,777,2026-05-28T08:02:34.000+05:45,2026-05-28T08:54:34.000+05:45,52,Driver shortage,high,Driver shortage affecting line 777 (high severity)
DIS-674853,WDBC,32,2026-05-15T09:01:02.000+05:45,2026-05-15T11:55:02.000+05:45,174,Road closure,medium,Road closure affecting line 32 (medium severity)
DIS-683274,SWWD,R12,2026-07-09T03:10:56.000+05:45,2026-07-09T06:49:56.000+05:45,219,Severe weather,severe,Severe weather affecting line R12 (severe severity)
DIS-737695,TDTR,X46,2026-07-16T12:08:23.000+05:45,2026-07-16T13:55:23.000+05:45,107,Accident on route,medium,Accident on route affecting line X46 (medium severity)
DIS-978355,WDBC,33,2026-05-13T08:09:37.000+05:45,2026-05-13T11:46:37.000+05:45,217,Severe weather,high,Severe weather affecting line 33 (high severity)
DIS-545529,WDBC,Q7,2026-07-17T18:16:27.000+05:45,2026-07-17T21:07:27.000+05:45,171,Planned engineering works,high,Planned engineering works affecting line Q7 (high severity)
DIS-325115,TDTR,217,2026-05-09T01:50:07.000+05:45,2026-05-09T02:11:07.000+05:45,21,Vehicle breakdown,low,Vehicle breakdown affecting line 217 (low severity)
DIS-292391,WDBC,14,2026-05-21T06:15:17.000+05:45,2026-05-21T08:02:17.000+05:45,107,Severe weather,low,Severe weather affecting line 14 (low severity)
DIS-533847,TDTR,15,2026-06-25T22:52:36.000+05:45,2026-06-25T23:24:36.000+05:45,32,Roadworks,low,Roadworks affecting line 15 (low severity)
DIS-743159,TDTR,16,2026-06-26T03:32:34.000+05:45,2026-06-26T06:49:34.000+05:45,197,Diversion,severe,Diversion affecting line 16 (severe severity)
DIS-238097,WDBC,9,2026-05-26T20:52:26.000+05:45,2026-05-26T23:39:26.000+05:45,167,Driver shortage,medium,Driver shortage affecting line 9 (medium severity)
DIS-797824,SWWD,R2,2026-05-14T22:39:14.000+05:45,2026-05-15T00:15:14.000+05:45,96,Traffic congestion,high,Traffic congestion affecting line R2 (high severity)
DIS-187738,BLUS,61,2026-05-17T18:38:51.000+05:45,2026-05-17T21:44:51.000+05:45,186,Traffic congestion,severe,Traffic congestion affecting line 61 (severe severity)
DIS-949578,TDTR,9,2026-05-28T15:51:54.000+05:45,2026-05-28T16:55:54.000+05:45,64,Diversion,medium,Diversion affecting line 9 (medium severity)
DIS-189663,WDBC,6,2026-05-02T09:19:38.000+05:45,2026-05-02T10:42:38.000+05:45,83,Roadworks,high,Roadworks affecting line 6 (high severity)
DIS-194229,TDTR,X46,2026-07-15T13:56:29.000+05:45,2026-07-15T17:20:29.000+05:45,204,Roadworks,severe,Roadworks affecting line X46 (severe severity)
DIS-809065,SWWD,603,2026-07-12T05:55:28.000+05:45,2026-07-12T06:19:28.000+05:45,24,Severe weather,medium,Severe weather affecting line 603 (medium severity)
DIS-779697,BLUS,PR1,2026-07-08T02:57:46.000+05:45,2026-07-08T03:26:46.000+05:45,29,Vehicle breakdown,high,Vehicle breakdown affecting line PR1 (high severity)
DIS-233200,WDBC,7B,2026-07-06T16:32:30.000+05:45,2026-07-06T17:38:30.000+05:45,66,Traffic congestion,low,Traffic congestion affecting line 7B (low severity)
DIS-679158,SVCT,211,2026-06-19T11:07:42.000+05:45,2026-06-19T11:37:42.000+05:45,30,Severe weather,low,Severe weather affecting line 211 (low severity)
DIS-481553,WDBC,86,2026-05-19T22:40:41.000+05:45,2026-05-19T23:58:41.000+05:45,78,Planned engineering works,high,Planned engineering works affecting line 86 (high severity)
DIS-776040,TDTR,X46,2026-04-23T19:45:40.000+05:45,2026-04-23T23:32:40.000+05:45,227,Traffic congestion,severe,Traffic congestion affecting line X46 (severe severity)
DIS-339157,SVCT,63,2026-07-07T00:37:09.000+05:45,2026-07-07T01:35:09.000+05:45,58,Road closure,high,Road closure affecting line 63 (high severity)
DIS-553203,TDTR,14,2026-06-24T20:54:16.000+05:45,2026-06-24T23:34:16.000+05:45,160,Vehicle breakdown,severe,Vehicle breakdown affecting line 14 (severe severity)
DIS-167766,SWWD,PR7,2026-06-04T05:20:14.000+05:45,2026-06-04T06:19:14.000+05:45,59,Severe weather,medium,Severe weather affecting line PR7 (medium severity)
DIS-217757,BLUS,5,2026-07-13T10:10:29.000+05:45,2026-07-13T11:34:29.000+05:45,84,Diversion,medium,Diversion affecting line 5 (medium severity)
DIS-864783,SWWD,X7,2026-05-03T01:16:37.000+05:45,2026-05-03T02:52:37.000+05:45,96,Planned engineering works,high,Planned engineering works affecting line X7 (high severity)
DIS-883365,WDBC,775,2026-07-05T10:18:36.000+05:45,2026-07-05T11:16:36.000+05:45,58,Traffic congestion,high,Traffic congestion affecting line 775 (high severity)
DIS-718457,WDBC,20,2026-05-03T15:14:38.000+05:45,2026-05-03T16:22:38.000+05:45,68,Road closure,severe,Road closure affecting line 20 (severe severity)
DIS-308480,DAMY,20,2026-07-03T22:32:06.000+05:45,2026-07-03T23:50:06.000+05:45,78,Road closure,severe,Road closure affecting line 20 (severe severity)
DIS-103051,SWWD,2,2026-05-16T06:26:57.000+05:45,2026-05-16T07:28:57.000+05:45,62,Severe weather,medium,Severe weather affecting line 2 (medium severity)
DIS-944748,WDBC,60,2026-05-14T01:45:29.000+05:45,2026-05-14T03:06:29.000+05:45,81,Planned engineering works,medium,Planned engineering works affecting line 60 (medium severity)
DIS-892453,SWWD,PD3,2026-06-04T18:14:40.000+05:45,2026-06-04T20:44:40.000+05:45,150,Driver shortage,medium,Driver shortage affecting line PD3 (medium severity)
DIS-457922,SVCT,212,2026-06-28T08:35:35.000+05:45,2026-06-28T12:06:35.000+05:45,211,Accident on route,severe,Accident on route affecting line 212 (severe severity)
DIS-452534,TDTR,12,2026-04-29T16:30:03.000+05:45,2026-04-29T18:37:03.000+05:45,127,Vehicle breakdown,severe,Vehicle breakdown affecting line 12 (severe severity)
DIS-431500,TDTR,17,2026-07-04T13:35:38.000+05:45,2026-07-04T14:05:38.000+05:45,30,Diversion,medium,Diversion affecting line 17 (medium severity)
DIS-188339,BLUS,18,2026-05-27T03:45:52.000+05:45,2026-05-27T05:20:52.000+05:45,95,Vehicle breakdown,high,Vehicle breakdown affecting line 18 (high severity)
DIS-474927,WDBC,m2,2026-07-04T11:55:57.000+05:45,2026-07-04T14:00:57.000+05:45,125,Planned engineering works,medium,Planned engineering works affecting line m2 (medium severity)
DIS-343685,SWWD,987,2026-07-02T15:49:54.000+05:45,2026-07-02T16:14:54.000+05:45,25,Accident on route,low,Accident on route affecting line 987 (low severity)
DIS-503814,TDTR,152,2026-05-03T18:34:29.000+05:45,2026-05-03T19:26:29.000+05:45,52,Planned engineering works,low,Planned engineering works affecting line 152 (low severity)
DIS-765743,SQ,TW1,2026-05-11T17:29:35.000+05:45,2026-05-11T18:55:35.000+05:45,86,Road closure,high,Road closure affecting line TW1 (high severity)
DIS-530998,SVCT,38,2026-07-20T17:58:04.000+05:45,2026-07-20T20:01:04.000+05:45,123,Accident on route,severe,Accident on route affecting line 38 (severe severity)
DIS-522072,SWWD,R6,2026-05-14T20:20:15.000+05:45,2026-05-14T21:14:15.000+05:45,54,Severe weather,low,Severe weather affecting line R6 (low severity)
DIS-843646,UNIL,U1C,2026-06-26T06:16:13.000+05:45,2026-06-26T09:35:13.000+05:45,199,Roadworks,medium,Roadworks affecting line U1C (medium severity)
DIS-497040,BLUS,13,2026-06-29T13:55:15.000+05:45,2026-06-29T14:38:15.000+05:45,43,Roadworks,medium,Roadworks affecting line 13 (medium severity)
DIS-437180,WDBC,L3,2026-06-13T13:14:42.000+05:45,2026-06-13T16:37:42.000+05:45,203,Planned engineering works,high,Planned engineering works affecting line L3 (high severity)
DIS-266524,WDBC,35,2026-05-21T22:09:23.000+05:45,2026-05-22T02:08:23.000+05:45,239,Diversion,medium,Diversion affecting line 35 (medium severity)
DIS-485167,TDTR,SSS,2026-07-18T13:23:40.000+05:45,2026-07-18T14:55:40.000+05:45,92,Vehicle breakdown,medium,Vehicle breakdown affecting line SSS (medium severity)
DIS-643543,DAMY,CR8,2026-06-03T05:57:00.000+05:45,2026-06-03T09:09:00.000+05:45,192,Road closure,high,Road closure affecting line CR8 (high severity)
DIS-692954,BLUS,12,2026-06-28T09:58:34.000+05:45,2026-06-28T11:09:34.000+05:45,71,Traffic congestion,medium,Traffic congestion affecting line 12 (medium severity)
DIS-255284,SVCT,8,2026-05-27T02:36:39.000+05:45,2026-05-27T05:08:39.000+05:45,152,Roadworks,medium,Roadworks affecting line 8 (medium severity)
DIS-287431,SVCT,3,2026-07-13T19:06:34.000+05:45,2026-07-13T22:01:34.000+05:45,175,Traffic congestion,severe,Traffic congestion affecting line 3 (severe severity)
DIS-980140,WDBC,RG2,2026-07-02T06:02:50.000+05:45,2026-07-02T06:30:50.000+05:45,28,Road closure,high,Road closure affecting line RG2 (high severity)
DIS-664344,WDBC,Q7,2026-06-03T06:12:59.000+05:45,2026-06-03T09:57:59.000+05:45,225,Traffic congestion,high,Traffic congestion affecting line Q7 (high severity)
DIS-103952,WDBC,1C,2026-07-05T02:30:07.000+05:45,2026-07-05T05:38:07.000+05:45,188,Driver shortage,medium,Driver shortage affecting line 1C (medium severity)
DIS-948151,SWWD,603,2026-05-13T00:04:31.000+05:45,2026-05-13T01:23:31.000+05:45,79,Accident on route,high,Accident on route affecting line 603 (high severity)
DIS-363001,TDTR,X76,2026-05-21T18:55:18.000+05:45,2026-05-21T21:33:18.000+05:45,158,Vehicle breakdown,medium,Vehicle breakdown affecting line X76 (medium severity)
DIS-157853,WDBC,25,2026-05-14T18:26:20.000+05:45,2026-05-14T21:17:20.000+05:45,171,Roadworks,medium,Roadworks affecting line 25 (medium severity)
DIS-347162,WDBC,940,2026-07-17T03:07:02.000+05:45,2026-07-17T05:21:02.000+05:45,134,Traffic congestion,low,Traffic congestion affecting line 940 (low severity)
DIS-261769,WDBC,81,2026-06-05T10:58:29.000+05:45,2026-06-05T14:40:29.000+05:45,222,Severe weather,high,Severe weather affecting line 81 (high severity)
DIS-491867,WDBC,24,2026-06-01T18:58:39.000+05:45,2026-06-01T22:30:39.000+05:45,212,Roadworks,high,Roadworks affecting line 24 (high severity)
DIS-691955,TDTR,22,2026-07-01T20:43:21.000+05:45,2026-07-01T22:43:21.000+05:45,120,Roadworks,severe,Roadworks affecting line 22 (severe severity)
DIS-914228,TDTR,1,2026-07-18T08:08:52.000+05:45,2026-07-18T08:18:52.000+05:45,10,Driver shortage,low,Driver shortage affecting line 1 (low severity)
DIS-925101,SWWD,926,2026-07-06T05:22:08.000+05:45,2026-07-06T07:00:08.000+05:45,98,Driver shortage,medium,Driver shortage affecting line 926 (medium severity)
DIS-825731,WDBC,941,2026-06-04T21:54:04.000+05:45,2026-06-04T22:17:04.000+05:45,23,Traffic congestion,low,Traffic congestion affecting line 941 (low severity)
DIS-722067,SVCT,TSS,2026-07-18T03:30:20.000+05:45,2026-07-18T03:56:20.000+05:45,26,Road closure,severe,Road closure affecting line TSS (severe severity)
DIS-141940,WDBC,898,2026-06-14T20:38:21.000+05:45,2026-06-14T22:26:21.000+05:45,108,Accident on route,high,Accident on route affecting line 898 (high severity)
DIS-336626,WDBC,1B,2026-06-04T21:42:43.000+05:45,2026-06-05T01:18:43.000+05:45,216,Vehicle breakdown,high,Vehicle breakdown affecting line 1B (high severity)
DIS-674355,WDBC,33,2026-04-27T14:47:58.000+05:45,2026-04-27T15:02:58.000+05:45,15,Driver shortage,high,Driver shortage affecting line 33 (high severity)
DIS-686226,WDBC,737,2026-04-30T08:19:11.000+05:45,2026-04-30T09:07:11.000+05:45,48,Traffic congestion,medium,Traffic congestion affecting line 737 (medium severity)
DIS-469232,SVCT,205,2026-06-14T17:38:41.000+05:45,2026-06-14T20:47:41.000+05:45,189,Vehicle breakdown,medium,Vehicle breakdown affecting line 205 (medium severity)
DIS-851431,SQ,TM1,2026-06-26T22:01:12.000+05:45,2026-06-26T23:26:12.000+05:45,85,Severe weather,severe,Severe weather affecting line TM1 (severe severity)
DIS-294105,WDBC,762,2026-05-06T10:17:10.000+05:45,2026-05-06T13:37:10.000+05:45,200,Road closure,medium,Road closure affecting line 762 (medium severity)
DIS-816874,TDTR,17,2026-05-27T03:03:50.000+05:45,2026-05-27T06:13:50.000+05:45,190,Accident on route,low,Accident on route affecting line 17 (low severity)
DIS-186542,TDTR,1A,2026-05-22T08:35:55.000+05:45,2026-05-22T10:47:55.000+05:45,132,Roadworks,severe,Roadworks affecting line 1A (severe severity)
DIS-290574,BLUS,61,2026-04-24T07:32:25.000+05:45,2026-04-24T08:19:25.000+05:45,47,Diversion,severe,Diversion affecting line 61 (severe severity)
DIS-623952,BLUS,QC,2026-05-24T06:24:58.000+05:45,2026-05-24T08:45:58.000+05:45,141,Severe weather,high,Severe weather affecting line QC (high severity)
DIS-519688,SWWD,625,2026-05-24T23:39:42.000+05:45,2026-05-25T00:06:42.000+05:45,27,Driver shortage,low,Driver shortage affecting line 625 (low severity)
DIS-557664,UNIL,U2B,2026-07-13T17:26:24.000+05:45,2026-07-13T19:35:24.000+05:45,129,Road closure,high,Road closure affecting line U2B (high severity)
DIS-826159,SWWD,29,2026-07-10T20:17:00.000+05:45,2026-07-10T23:55:00.000+05:45,218,Diversion,low,Diversion affecting line 29 (low severity)
DIS-347768,SWWD,603,2026-04-29T21:01:36.000+05:45,2026-04-29T21:52:36.000+05:45,51,Roadworks,high,Roadworks affecting line 603 (high severity)
DIS-246403,TDTR,X46,2026-06-01T16:13:42.000+05:45,2026-06-01T18:41:42.000+05:45,148,Road closure,high,Road closure affecting line X46 (high severity)
DIS-847925,WDBC,3x,2026-07-21T01:46:34.000+05:45,2026-07-21T03:29:34.000+05:45,103,Roadworks,high,Roadworks affecting line 3x (high severity)
DIS-430143,WDBC,38,2026-05-23T09:39:31.000+05:45,2026-05-23T12:20:31.000+05:45,161,Vehicle breakdown,high,Vehicle breakdown affecting line 38 (high severity)
DIS-370365,BLUS,538,2026-05-19T15:10:48.000+05:45,2026-05-19T17:26:48.000+05:45,136,Planned engineering works,high,Planned engineering works affecting line 538 (high severity)
DIS-510822,UNIL,U2C,2026-06-09T01:30:30.000+05:45,2026-06-09T03:21:30.000+05:45,111,Severe weather,medium,Severe weather affecting line U2C (medium severity)
DIS-992387,SQ,TW4,2026-06-18T19:57:47.000+05:45,2026-06-18T20:21:47.000+05:45,24,Planned engineering works,high,Planned engineering works affecting line TW4 (high severity)
DIS-443289,WDBC,RG2,2026-07-10T18:44:31.000+05:45,2026-07-10T22:11:31.000+05:45,207,Traffic congestion,high,Traffic congestion affecting line RG2 (high severity)
DIS-764103,SWWD,650,2026-07-03T19:25:32.000+05:45,2026-07-03T21:49:32.000+05:45,144,Road closure,low,Road closure affecting line 650 (low severity)
DIS-875623,WDBC,941,2026-07-18T13:48:54.000+05:45,2026-07-18T16:26:54.000+05:45,158,Roadworks,severe,Roadworks affecting line 941 (severe severity)
DIS-389672,SWWD,PR15,2026-06-19T15:22:32.000+05:45,2026-06-19T18:47:32.000+05:45,205,Traffic congestion,low,Traffic congestion affecting line PR15 (low severity)
DIS-594213,WDBC,3x,2026-07-03T06:10:22.000+05:45,2026-07-03T07:11:22.000+05:45,61,Planned engineering works,severe,Planned engineering works affecting line 3x (severe severity)
DIS-418784,TDTR,842,2026-07-07T00:29:38.000+05:45,2026-07-07T04:21:38.000+05:45,232,Vehicle breakdown,severe,Vehicle breakdown affecting line 842 (severe severity)
DIS-503347,SWWD,R1,2026-07-14T18:40:16.000+05:45,2026-07-14T22:23:16.000+05:45,223,Vehicle breakdown,high,Vehicle breakdown affecting line R1 (high severity)
DIS-968070,WDBC,C,2026-05-18T02:09:54.000+05:45,2026-05-18T04:20:54.000+05:45,131,Traffic congestion,high,Traffic congestion affecting line C (high severity)
DIS-529979,BLUS,PRH,2026-04-30T10:35:44.000+05:45,2026-04-30T13:15:44.000+05:45,160,Roadworks,severe,Roadworks affecting line PRH (severe severity)
DIS-878612,SWWD,625,2026-07-18T15:09:04.000+05:45,2026-07-18T16:32:04.000+05:45,83,Traffic congestion,high,Traffic congestion affecting line 625 (high severity)
DIS-265916,TDTR,48A,2026-06-29T09:52:12.000+05:45,2026-06-29T10:13:12.000+05:45,21,Diversion,high,Diversion affecting line 48A (high severity)
DIS-563713,WDBC,40,2026-06-22T23:32:02.000+05:45,2026-06-23T00:33:02.000+05:45,61,Diversion,medium,Diversion affecting line 40 (medium severity)
DIS-554420,WDBC,1A,2026-04-21T15:25:16.000+05:45,2026-04-21T17:05:16.000+05:45,100,Severe weather,medium,Severe weather affecting line 1A (medium severity)
DIS-447874,WDBC,50,2026-05-02T01:00:50.000+05:45,2026-05-02T01:22:50.000+05:45,22,Diversion,low,Diversion affecting line 50 (low severity)
DIS-406674,SVCT,207,2026-07-11T02:24:21.000+05:45,2026-07-11T03:47:21.000+05:45,83,Accident on route,low,Accident on route affecting line 207 (low severity)
DIS-127735,BLUS,13,2026-06-27T01:55:20.000+05:45,2026-06-27T05:35:20.000+05:45,220,Accident on route,low,Accident on route affecting line 13 (low severity)
DIS-402636,SWWD,907,2026-05-07T13:31:46.000+05:45,2026-05-07T16:23:46.000+05:45,172,Traffic congestion,low,Traffic congestion affecting line 907 (low severity)
DIS-813836,BLUS,13,2026-05-12T22:24:40.000+05:45,2026-05-13T01:52:40.000+05:45,208,Driver shortage,medium,Driver shortage affecting line 13 (medium severity)
DIS-538199,WDBC,7B,2026-07-13T20:11:48.000+05:45,2026-07-13T22:41:48.000+05:45,150,Accident on route,medium,Accident on route affecting line 7B (medium severity)
DIS-275685,BLUS,PRH,2026-06-16T14:22:41.000+05:45,2026-06-16T14:59:41.000+05:45,37,Vehicle breakdown,low,Vehicle breakdown affecting line PRH (low severity)
DIS-359425,BLUS,PRH,2026-07-02T06:53:45.000+05:45,2026-07-02T10:32:45.000+05:45,219,Vehicle breakdown,low,Vehicle breakdown affecting line PRH (low severity)
DIS-911374,WDBC,U1,2026-07-06T03:16:12.000+05:45,2026-07-06T06:35:12.000+05:45,199,Diversion,low,Diversion affecting line U1 (low severity)
DIS-590486,SWWD,603,2026-05-11T22:42:44.000+05:45,2026-05-12T01:44:44.000+05:45,182,Planned engineering works,medium,Planned engineering works affecting line 603 (medium severity)
DIS-283409,SWWD,PR3,2026-05-18T00:56:56.000+05:45,2026-05-18T01:52:56.000+05:45,56,Accident on route,medium,Accident on route affecting line PR3 (medium severity)
DIS-190254,WDBC,1B,2026-06-07T16:29:15.000+05:45,2026-06-07T17:12:15.000+05:45,43,Severe weather,medium,Severe weather affecting line 1B (medium severity)
DIS-971639,WDBC,193,2026-06-15T07:55:29.000+05:45,2026-06-15T10:17:29.000+05:45,142,Traffic congestion,medium,Traffic congestion affecting line 193 (medium severity)
DIS-135244,SVCT,1,2026-06-02T19:21:17.000+05:45,2026-06-02T21:04:17.000+05:45,103,Planned engineering works,severe,Planned engineering works affecting line 1 (severe severity)
DIS-974272,WDBC,18,2026-07-16T04:27:37.000+05:45,2026-07-16T06:27:37.000+05:45,120,Traffic congestion,medium,Traffic congestion affecting line 18 (medium severity)
DIS-695800,TDTR,13,2026-07-10T08:35:21.000+05:45,2026-07-10T09:25:21.000+05:45,50,Diversion,high,Diversion affecting line 13 (high severity)
DIS-824647,SVCT,39,2026-07-19T10:08:37.000+05:45,2026-07-19T12:45:37.000+05:45,157,Severe weather,medium,Severe weather affecting line 39 (medium severity)
DIS-238881,WDBC,81,2026-06-22T08:52:46.000+05:45,2026-06-22T11:41:46.000+05:45,169,Accident on route,medium,Accident on route affecting line 81 (medium severity)
DIS-591384,BLUS,3,2026-06-07T10:10:35.000+05:45,2026-06-07T12:40:35.000+05:45,150,Accident on route,high,Accident on route affecting line 3 (high severity)
DIS-565870,UNIL,U2C,2026-06-25T04:29:55.000+05:45,2026-06-25T06:39:55.000+05:45,130,Road closure,low,Road closure affecting line U2C (low severity)
DIS-485868,WDBC,941,2026-06-07T21:37:43.000+05:45,2026-06-07T23:22:43.000+05:45,105,Vehicle breakdown,medium,Vehicle breakdown affecting line 941 (medium severity)
DIS-148818,SWWD,PR11,2026-05-19T22:52:21.000+05:45,2026-05-20T00:15:21.000+05:45,83,Diversion,high,Diversion affecting line PR11 (high severity)
DIS-843250,SWWD,D3,2026-06-14T01:18:56.000+05:45,2026-06-14T01:52:56.000+05:45,34,Vehicle breakdown,medium,Vehicle breakdown affecting line D3 (medium severity)
DIS-260347,DAMY,1,2026-04-24T15:35:06.000+05:45,2026-04-24T18:56:06.000+05:45,201,Road closure,low,Road closure affecting line 1 (low severity)
DIS-480570,WDBC,NFB,2026-04-27T17:44:19.000+05:45,2026-04-27T20:23:19.000+05:45,159,Road closure,low,Road closure affecting line NFB (low severity)
DIS-859303,BLUS,8,2026-07-03T00:30:13.000+05:45,2026-07-03T04:21:13.000+05:45,231,Traffic congestion,high,Traffic congestion affecting line 8 (high severity)
DIS-739506,WDBC,31,2026-05-08T07:25:49.000+05:45,2026-05-08T09:46:49.000+05:45,141,Vehicle breakdown,low,Vehicle breakdown affecting line 31 (low severity)
DIS-444582,SVCT,39,2026-05-10T19:11:46.000+05:45,2026-05-10T22:00:46.000+05:45,169,Driver shortage,severe,Driver shortage affecting line 39 (severe severity)
DIS-305296,WDBC,1B,2026-07-19T15:02:42.000+05:45,2026-07-19T18:44:42.000+05:45,222,Vehicle breakdown,severe,Vehicle breakdown affecting line 1B (severe severity)
DIS-629829,WDBC,22,2026-04-25T00:11:37.000+05:45,2026-04-25T01:37:37.000+05:45,86,Road closure,high,Road closure affecting line 22 (high severity)
DIS-542450,SVCT,204,2026-07-12T09:55:25.000+05:45,2026-07-12T12:51:25.000+05:45,176,Accident on route,severe,Accident on route affecting line 204 (severe severity)
DIS-922635,SQ,TM1,2026-07-15T12:13:34.000+05:45,2026-07-15T14:40:34.000+05:45,147,Vehicle breakdown,low,Vehicle breakdown affecting line TM1 (low severity)
DIS-418163,SWWD,X4,2026-05-27T21:55:59.000+05:45,2026-05-28T01:20:59.000+05:45,205,Planned engineering works,medium,Planned engineering works affecting line X4 (medium severity)
DIS-996581,WDBC,26,2026-04-27T04:06:52.000+05:45,2026-04-27T06:26:52.000+05:45,140,Road closure,high,Road closure affecting line 26 (high severity)
DIS-513764,TDTR,48A,2026-06-15T21:20:56.000+05:45,2026-06-15T23:06:56.000+05:45,106,Driver shortage,severe,Driver shortage affecting line 48A (severe severity)
DIS-543448,BLUS,5,2026-04-24T10:38:39.000+05:45,2026-04-24T12:05:39.000+05:45,87,Driver shortage,medium,Driver shortage affecting line 5 (medium severity)
DIS-886764,SWWD,25,2026-05-04T22:13:57.000+05:45,2026-05-05T02:02:57.000+05:45,229,Driver shortage,severe,Driver shortage affecting line 25 (severe severity)
DIS-957740,BLUS,13,2026-05-08T20:15:05.000+05:45,2026-05-08T22:34:05.000+05:45,139,Vehicle breakdown,medium,Vehicle breakdown affecting line 13 (medium severity)
