disruption_id,operator_ref,route_number,start_time,end_time,duration_minutes,reason,severity,description
DIS-974763,SWWD,2,2026-05-17T05:38:47.000+05:45,2026-05-17T09:09:47.000+05:45,211,Accident on route,severe,Accident on route affecting line 2 (severe severity)
DIS-916377,DAMY,5,2026-05-21T09:54:53.000+05:45,2026-05-21T11:26:53.000+05:45,92,Planned engineering works,severe,Planned engineering works affecting line 5 (severe severity)
DIS-126419,BLUS,538,2026-07-06T14:32:51.000+05:45,2026-07-06T17:55:51.000+05:45,203,Diversion,high,Diversion affecting line 538 (high severity)
DIS-831142,SWWD,R1,2026-05-11T05:56:12.000+05:45,2026-05-11T06:53:12.000+05:45,57,Roadworks,low,Roadworks affecting line R1 (low severity)
DIS-284039,WDBC,4,2026-07-02T16:45:29.000+05:45,2026-07-02T17:40:29.000+05:45,55,Severe weather,low,Severe weather affecting line 4 (low severity)
DIS-131252,WDBC,U3,2026-06-02T21:06:38.000+05:45,2026-06-02T22:27:38.000+05:45,81,Severe weather,low,Severe weather affecting line U3 (low severity)
DIS-498489,BLUS,539,2026-05-01T11:27:15.000+05:45,2026-05-01T13:19:15.000+05:45,112,Vehicle breakdown,high,Vehicle breakdown affecting line 539 (high severity)
DIS-629701,SWWD,603,2026-07-20T23:13:17.000+05:45,2026-07-21T02:37:17.000+05:45,204,Accident on route,medium,Accident on route affecting line 603 (medium severity)
DIS-258520,SWWD,2,2026-06-23T06:05:44.000+05:45,2026-06-23T08:43:44.000+05:45,158,Roadworks,severe,Roadworks affecting line 2 (severe severity)
DIS-762959,SWWD,929,2026-07-05T19:10:38.000+05:45,2026-07-05T19:24:38.000+05:45,14,Diversion,severe,Diversion affecting line 929 (severe severity)
DIS-774149,SWWD,X7R,2026-05-03T22:28:13.000+05:45,2026-05-04T01:47:13.000+05:45,199,Traffic congestion,high,Traffic congestion affecting line X7R (high severity)
DIS-983338,WDBC,898,2026-07-04T11:10:00.000+05:45,2026-07-04T14:53:00.000+05:45,223,Vehicle breakdown,severe,Vehicle breakdown affecting line 898 (severe severity)
DIS-388828,BLUS,19a,2026-06-20T08:51:08.000+05:45,2026-06-20T10:56:08.000+05:45,125,Traffic congestion,high,Traffic congestion affecting line 19a (high severity)
DIS-879804,TDTR,NW2,2026-07-01T01:29:58.000+05:45,2026-07-01T01:53:58.000+05:45,24,Roadworks,low,Roadworks affecting line NW2 (low severity)
DIS-687337,SVCT,213,2026-05-11T15:14:29.000+05:45,2026-05-11T16:11:29.000+05:45,57,Vehicle breakdown,severe,Vehicle breakdown affecting line 213 (severe severity)
DIS-948837,SWWD,D2,2026-05-18T23:49:44.000+05:45,2026-05-19T03:02:44.000+05:45,193,Accident on route,medium,Accident on route affecting line D2 (medium severity)
DIS-948699,BLUS,757,2026-06-03T17:56:02.000+05:45,2026-06-03T19:14:02.000+05:45,78,Vehicle breakdown,medium,Vehicle breakdown affecting line 757 (medium severity)
DIS-556903,WDBC,7B,2026-05-06T21:05:23.000+05:45,2026-05-06T22:11:23.000+05:45,66,Driver shortage,low,Driver shortage affecting line 7B (low severity)
DIS-125413,WDBC,16,2026-04-26T09:14:35.000+05:45,2026-04-26T12:07:35.000+05:45,173,Diversion,severe,Diversion affecting line 16 (severe severity)
DIS-926883,SWWD,907,2026-04-27T19:45:20.000+05:45,2026-04-27T20:49:20.000+05:45,64,Traffic congestion,medium,Traffic congestion affecting line 907 (medium severity)
DIS-837449,DAMY,CR7,2026-05-22T01:14:38.000+05:45,2026-05-22T04:32:38.000+05:45,198,Diversion,low,Diversion affecting line CR7 (low severity)
DIS-749719,BLUS,15,2026-06-23T15:10:22.000+05:45,2026-06-23T18:00:22.000+05:45,170,Driver shortage,severe,Driver shortage affecting line 15 (severe severity)
DIS-178396,SWWD,PR7,2026-04-26T18:34:18.000+05:45,2026-04-26T19:49:18.000+05:45,75,Severe weather,severe,Severe weather affecting line PR7 (severe severity)
DIS-235330,UNIL,U6H,2026-04-23T00:13:34.000+05:45,2026-04-23T01:06:34.000+05:45,53,Traffic congestion,medium,Traffic congestion affecting line U6H (medium severity)
DIS-840860,WDBC,A,2026-07-17T04:04:09.000+05:45,2026-07-17T07:32:09.000+05:45,208,Accident on route,high,Accident on route affecting line A (high severity)
DIS-360649,WDBC,50,2026-04-22T13:27:26.000+05:45,2026-04-22T15:14:26.000+05:45,107,Driver shortage,severe,Driver shortage affecting line 50 (severe severity)
DIS-202896,WDBC,120,2026-06-22T14:18:43.000+05:45,2026-06-22T15:51:43.000+05:45,93,Planned engineering works,low,Planned engineering works affecting line 120 (low severity)
DIS-326322,SWWD,663,2026-06-27T13:14:30.000+05:45,2026-06-27T17:13:30.000+05:45,239,Vehicle breakdown,high,Vehicle breakdown affecting line 663 (high severity)
DIS-789909,SWWD,D3,2026-05-31T01:34:15.000+05:45,2026-05-31T02:47:15.000+05:45,73,Traffic congestion,high,Traffic congestion affecting line D3 (high severity)
DIS-441127,SQ,TW2,2026-05-31T06:45:02.000+05:45,2026-05-31T10:35:02.000+05:45,230,Roadworks,medium,Roadworks affecting line TW2 (medium severity)
DIS-568421,SWWD,650,2026-05-06T18:08:24.000+05:45,2026-05-06T20:29:24.000+05:45,141,Accident on route,medium,Accident on route affecting line 650 (medium severity)
DIS-283960,SWWD,37,2026-07-21T00:34:06.000+05:45,2026-07-21T01:45:06.000+05:45,71,Planned engineering works,medium,Planned engineering works affecting line 37 (medium severity)
DIS-973308,WDBC,737,2026-06-07T20:45:46.000+05:45,2026-06-07T23:14:46.000+05:45,149,Accident on route,high,Accident on route affecting line 737 (high severity)
DIS-627602,TDTR,842,2026-06-24T13:25:51.000+05:45,2026-06-24T14:17:51.000+05:45,52,Traffic congestion,low,Traffic congestion affecting line 842 (low severity)
DIS-771703,WDBC,125,2026-06-06T03:27:12.000+05:45,2026-06-06T06:52:12.000+05:45,205,Severe weather,low,Severe weather affecting line 125 (low severity)
DIS-235738,DAMY,CR7,2026-06-11T22:46:33.000+05:45,2026-06-12T02:15:33.000+05:45,209,Road closure,severe,Road closure affecting line CR7 (severe severity)
DIS-312913,WDBC,17,2026-06-02T15:13:47.000+05:45,2026-06-02T17:02:47.000+05:45,109,Road closure,severe,Road closure affecting line 17 (severe severity)
DIS-462673,TDTR,159,2026-05-09T19:09:08.000+05:45,2026-05-09T22:27:08.000+05:45,198,Road closure,medium,Road closure affecting line 159 (medium severity)
DIS-402661,TDTR,1A,2026-06-25T06:09:10.000+05:45,2026-06-25T06:57:10.000+05:45,48,Vehicle breakdown,high,Vehicle breakdown affecting line 1A (high severity)
DIS-779110,WDBC,Q1,2026-07-15T02:49:18.000+05:45,2026-07-15T03:08:18.000+05:45,19,Traffic congestion,medium,Traffic congestion affecting line Q1 (medium severity)
DIS-449877,SVCT,213,2026-05-19T12:52:06.000+05:45,2026-05-19T15:32:06.000+05:45,160,Diversion,high,Diversion affecting line 213 (high severity)
DIS-440220,UNIL,U2B,2026-05-24T18:58:34.000+05:45,2026-05-24T21:20:34.000+05:45,142,Roadworks,high,Roadworks affecting line U2B (high severity)
DIS-953813,WDBC,13,2026-05-17T22:58:57.000+05:45,2026-05-17T23:54:57.000+05:45,56,Driver shortage,severe,Driver shortage affecting line 13 (severe severity)
DIS-470395,WDBC,25,2026-06-09T08:46:22.000+05:45,2026-06-09T09:42:22.000+05:45,56,Traffic congestion,low,Traffic congestion affecting line 25 (low severity)
DIS-702262,TDTR,159,2026-07-09T21:55:26.000+05:45,2026-07-10T00:47:26.000+05:45,172,Driver shortage,low,Driver shortage affecting line 159 (low severity)
DIS-938853,SVCT,63,2026-06-26T05:51:55.000+05:45,2026-06-26T09:03:55.000+05:45,192,Planned engineering works,high,Planned engineering works affecting line 63 (high severity)
DIS-771400,SVCT,209,2026-05-04T17:08:47.000+05:45,2026-05-04T19:51:47.000+05:45,163,Road closure,medium,Road closure affecting line 209 (medium severity)
DIS-307305,DAMY,X8,2026-04-24T12:17:30.000+05:45,2026-04-24T13:21:30.000+05:45,64,Accident on route,severe,Accident on route affecting line X8 (severe severity)
DIS-882677,SVCT,39,2026-06-06T03:15:07.000+05:45,2026-06-06T04:52:07.000+05:45,97,Road closure,low,Road closure affecting line 39 (low severity)
DIS-429823,WDBC,X3,2026-05-23T10:13:19.000+05:45,2026-05-23T10:33:19.000+05:45,20,Driver shortage,medium,Driver shortage affecting line X3 (medium severity)
DIS-247658,TDTR,920,2026-06-01T15:52:18.000+05:45,2026-06-01T18:17:18.000+05:45,145,Severe weather,high,Severe weather affecting line 920 (high severity)
DIS-757467,TDTR,17,2026-06-10T12:07:19.000+05:45,2026-06-10T14:07:19.000+05:45,120,Severe weather,severe,Severe weather affecting line 17 (severe severity)
DIS-219975,SVCT,TNB,2026-05-15T21:26:02.000+05:45,2026-05-15T23:10:02.000+05:45,104,Planned engineering works,high,Planned engineering works affecting line TNB (high severity)
DIS-943322,SWWD,603,2026-06-27T19:01:16.000+05:45,2026-06-27T20:46:16.000+05:45,105,Vehicle breakdown,medium,Vehicle breakdown affecting line 603 (medium severity)
DIS-398835,TDTR,SSS,2026-07-01T13:19:05.000+05:45,2026-07-01T17:17:05.000+05:45,238,Planned engineering works,high,Planned engineering works affecting line SSS (high severity)
DIS-908594,UNIL,U6C,2026-05-17T21:44:59.000+05:45,2026-05-18T01:02:59.000+05:45,198,Accident on route,medium,Accident on route affecting line U6C (medium severity)
DIS-104506,SVCT,204,2026-07-12T17:23:53.000+05:45,2026-07-12T21:04:53.000+05:45,221,Planned engineering works,high,Planned engineering works affecting line 204 (high severity)
DIS-597737,UNIL,U1C,2026-04-28T14:47:10.000+05:45,2026-04-28T15:57:10.000+05:45,70,Diversion,medium,Diversion affecting line U1C (medium severity)
DIS-737604,UNIL,U6C,2026-05-14T06:17:51.000+05:45,2026-05-14T08:50:51.000+05:45,153,Road closure,high,Road closure affecting line U6C (high severity)
DIS-602655,TDTR,16,2026-05-30T11:16:05.000+05:45,2026-05-30T11:52:05.000+05:45,36,Driver shortage,severe,Driver shortage affecting line 16 (severe severity)
DIS-141527,WDBC,20,2026-06-17T16:03:34.000+05:45,2026-06-17T18:56:34.000+05:45,173,Traffic congestion,severe,Traffic congestion affecting line 20 (severe severity)
DIS-997283,WDBC,24,2026-05-18T19:59:47.000+05:45,2026-05-18T22:52:47.000+05:45,173,Traffic congestion,severe,Traffic congestion affecting line 24 (severe severity)
DIS-612262,TDTR,NW2,2026-05-10T20:10:12.000+05:45,2026-05-10T22:07:12.000+05:45,117,Traffic congestion,medium,Traffic congestion affecting line NW2 (medium severity)
DIS-446123,SVCT,38,2026-06-13T09:38:46.000+05:45,2026-06-13T13:05:46.000+05:45,207,Road closure,high,Road closure affecting line 38 (high severity)
DIS-441401,BLUS,15,2026-06-08T14:58:29.000+05:45,2026-06-08T15:49:29.000+05:45,51,Severe weather,severe,Severe weather affecting line 15 (severe severity)
DIS-251785,SVCT,SL,2026-05-09T22:41:23.000+05:45,2026-05-10T01:35:23.000+05:45,174,Accident on route,low,Accident on route affecting line SL (low severity)
DIS-850030,SWWD,PR15,2026-07-17T06:41:30.000+05:45,2026-07-17T08:51:30.000+05:45,130,Vehicle breakdown,high,Vehicle breakdown affecting line PR15 (high severity)
DIS-676489,WDBC,18,2026-07-01T22:08:44.000+05:45,2026-07-01T23:29:44.000+05:45,81,Planned engineering works,medium,Planned engineering works affecting line 18 (medium severity)
DIS-375300,DAMY,6,2026-04-28T14:20:19.000+05:45,2026-04-28T17:05:19.000+05:45,165,Accident on route,severe,Accident on route affecting line 6 (severe severity)
DIS-154688,TDTR,X76,2026-06-14T20:28:37.000+05:45,2026-06-14T20:51:37.000+05:45,23,Traffic congestion,severe,Traffic congestion affecting line X76 (severe severity)
DIS-413959,SWWD,X2,2026-07-15T14:45:12.000+05:45,2026-07-15T18:16:12.000+05:45,211,Severe weather,severe,Severe weather affecting line X2 (severe severity)
DIS-893779,WDBC,762,2026-05-16T11:56:21.000+05:45,2026-05-16T13:54:21.000+05:45,118,Driver shortage,medium,Driver shortage affecting line 762 (medium severity)
DIS-707013,WDBC,30,2026-05-25T19:56:10.000+05:45,2026-05-25T23:50:10.000+05:45,234,Vehicle breakdown,medium,Vehicle breakdown affecting line 30 (medium severity)
DIS-746654,WDBC,8,2026-06-14T05:27:52.000+05:45,2026-06-14T05:40:52.000+05:45,13,Severe weather,severe,Severe weather affecting line 8 (severe severity)
DIS-320030,TDTR,X76,2026-05-03T20:30:30.000+05:45,2026-05-03T21:26:30.000+05:45,56,Planned engineering works,high,Planned engineering works affecting line X76 (high severity)
DIS-455495,TDTR,158,2026-07-06T21:13:36.000+05:45,2026-07-06T21:24:36.000+05:45,11,Traffic congestion,medium,Traffic congestion affecting line 158 (medium severity)
DIS-628266,TDTR,42,2026-07-16T06:58:20.000+05:45,2026-07-16T09:04:20.000+05:45,126,Road closure,severe,Road closure affecting line 42 (severe severity)
DIS-968717,BLUS,PRH,2026-05-28T06:14:57.000+05:45,2026-05-28T06:53:57.000+05:45,39,Driver shortage,low,Driver shortage affecting line PRH (low severity)
DIS-461470,SVCT,8,2026-07-14T16:20:22.000+05:45,2026-07-14T18:31:22.000+05:45,131,Traffic congestion,high,Traffic congestion affecting line 8 (high severity)
DIS-209327,SWWD,906,2026-06-25T22:02:08.000+05:45,2026-06-26T00:37:08.000+05:45,155,Road closure,medium,Road closure affecting line 906 (medium severity)
DIS-633165,SVCT,206,2026-05-08T00:10:51.000+05:45,2026-05-08T00:36:51.000+05:45,26,Severe weather,high,Severe weather affecting line 206 (high severity)
DIS-658811,BLUS,503,2026-07-07T17:51:10.000+05:45,2026-07-07T18:47:10.000+05:45,56,Diversion,high,Diversion affecting line 503 (high severity)
DIS-213285,SWWD,X7R,2026-05-31T09:57:25.000+05:45,2026-05-31T11:53:25.000+05:45,116,Severe weather,low,Severe weather affecting line X7R (low severity)
DIS-121753,SQ,TB1,2026-04-24T02:51:41.000+05:45,2026-04-24T04:09:41.000+05:45,78,Accident on route,severe,Accident on route affecting line TB1 (severe severity)
DIS-244299,BLUS,13,2026-06-08T07:07:50.000+05:45,2026-06-08T09:47:50.000+05:45,160,Diversion,medium,Diversion affecting line 13 (medium severity)
DIS-193226,WDBC,L3,2026-06-15T04:31:28.000+05:45,2026-06-15T07:04:28.000+05:45,153,Roadworks,medium,Roadworks affecting line L3 (medium severity)
DIS-649831,TDTR,NW2,2026-06-07T10:48:53.000+05:45,2026-06-07T13:53:53.000+05:45,185,Traffic congestion,medium,Traffic congestion affecting line NW2 (medium severity)
DIS-418798,SVCT,59,2026-06-20T18:40:54.000+05:45,2026-06-20T20:32:54.000+05:45,112,Accident on route,low,Accident on route affecting line 59 (low severity)
DIS-368443,TDTR,R24,2026-05-16T14:50:15.000+05:45,2026-05-16T18:10:15.000+05:45,200,Accident on route,medium,Accident on route affecting line R24 (medium severity)
DIS-580311,SVCT,214,2026-06-23T19:22:02.000+05:45,2026-06-23T20:54:02.000+05:45,92,Traffic congestion,low,Traffic congestion affecting line 214 (low severity)
DIS-379667,WDBC,NFR,2026-06-10T23:06:20.000+05:45,2026-06-11T01:39:20.000+05:45,153,Traffic congestion,low,Traffic congestion affecting line NFR (low severity)
DIS-218961,WDBC,30,2026-06-07T22:06:52.000+05:45,2026-06-07T22:51:52.000+05:45,45,Traffic congestion,severe,Traffic congestion affecting line 30 (severe severity)
DIS-106287,BLUS,539,2026-06-07T19:23:14.000+05:45,2026-06-07T23:14:14.000+05:45,231,Severe weather,severe,Severe weather affecting line 539 (severe severity)
DIS-280726,WDBC,33,2026-05-17T17:54:20.000+05:45,2026-05-17T20:05:20.000+05:45,131,Road closure,low,Road closure affecting line 33 (low severity)
DIS-575000,TDTR,152,2026-06-04T03:27:05.000+05:45,2026-06-04T06:39:05.000+05:45,192,Driver shortage,medium,Driver shortage affecting line 152 (medium severity)
DIS-205069,BLUS,PRH,2026-06-10T22:35:40.000+05:45,2026-06-11T00:46:40.000+05:45,131,Diversion,medium,Diversion affecting line PRH (medium severity)
DIS-448128,WDBC,NFB,2026-06-08T01:38:49.000+05:45,2026-06-08T03:09:49.000+05:45,91,Vehicle breakdown,medium,Vehicle breakdown affecting line NFB (medium severity)
DIS-444407,SWWD,926,2026-05-07T20:14:23.000+05:45,2026-05-07T22:56:23.000+05:45,162,Accident on route,medium,Accident on route affecting line 926 (medium severity)
DIS-179428,TDTR,23,2026-06-09T19:08:00.000+05:45,2026-06-09T19:59:00.000+05:45,51,Vehicle breakdown,medium,Vehicle breakdown affecting line 23 (medium severity)
DIS-633557,WDBC,40,2026-06-18T10:04:44.000+05:45,2026-06-18T14:02:44.000+05:45,238,Traffic congestion,severe,Traffic congestion affecting line 40 (severe severity)
DIS-526563,TDTR,12,2026-06-17T16:01:14.000+05:45,2026-06-17T16:36:14.000+05:45,35,Traffic congestion,high,Traffic congestion affecting line 12 (high severity)
DIS-517986,SVCT,TNB,2026-04-23T00:35:06.000+05:45,2026-04-23T01:10:06.000+05:45,35,Diversion,medium,Diversion affecting line TNB (medium severity)
DIS-660464,WDBC,193,2026-05-11T09:26:47.000+05:45,2026-05-11T12:19:47.000+05:45,173,Road closure,low,Road closure affecting line 193 (low severity)
DIS-776758,SWWD,906,2026-05-18T14:51:58.000+05:45,2026-05-18T16:38:58.000+05:45,107,Vehicle breakdown,low,Vehicle breakdown affecting line 906 (low severity)
DIS-306895,BLUS,539,2026-05-22T10:19:00.000+05:45,2026-05-22T14:01:00.000+05:45,222,Traffic congestion,medium,Traffic congestion affecting line 539 (medium severity)
DIS-292861,SVCT,22,2026-05-21T17:29:41.000+05:45,2026-05-21T20:49:41.000+05:45,200,Severe weather,low,Severe weather affecting line 22 (low severity)
DIS-956910,BLUS,12,2026-06-28T09:16:00.000+05:45,2026-06-28T13:13:00.000+05:45,237,Accident on route,high,Accident on route affecting line 12 (high severity)
DIS-562419,SWWD,101,2026-07-19T12:06:06.000+05:45,2026-07-19T12:17:06.000+05:45,11,Planned engineering works,low,Planned engineering works affecting line 101 (low severity)
DIS-772521,WDBC,32,2026-04-30T02:04:40.000+05:45,2026-04-30T05:54:40.000+05:45,230,Vehicle breakdown,low,Vehicle breakdown affecting line 32 (low severity)
DIS-263313,WDBC,119,2026-07-20T22:00:02.000+05:45,2026-07-20T23:21:02.000+05:45,81,Planned engineering works,severe,Planned engineering works affecting line 119 (severe severity)
DIS-454965,TDTR,920,2026-05-15T14:03:23.000+05:45,2026-05-15T17:54:23.000+05:45,231,Accident on route,high,Accident on route affecting line 920 (high severity)
DIS-165442,SWWD,D2,2026-06-13T06:06:43.000+05:45,2026-06-13T07:30:43.000+05:45,84,Planned engineering works,low,Planned engineering works affecting line D2 (low severity)
DIS-890968,UNIL,U6H,2026-05-27T19:42:05.000+05:45,2026-05-27T22:11:05.000+05:45,149,Driver shortage,low,Driver shortage affecting line U6H (low severity)
DIS-901731,WDBC,119,2026-05-29T20:43:23.000+05:45,2026-05-30T00:22:23.000+05:45,219,Accident on route,severe,Accident on route affecting line 119 (severe severity)
DIS-422939,SWWD,ST,2026-07-16T17:44:09.000+05:45,2026-07-16T19:57:09.000+05:45,133,Vehicle breakdown,high,Vehicle breakdown affecting line ST (high severity)
DIS-324899,WDBC,50,2026-05-11T15:01:17.000+05:45,2026-05-11T15:31:17.000+05:45,30,Accident on route,severe,Accident on route affecting line 50 (severe severity)
DIS-936665,TDTR,158,2026-07-18T08:41:57.000+05:45,2026-07-18T11:52:57.000+05:45,191,Roadworks,severe,Roadworks affecting line 158 (severe severity)
DIS-525738,BLUS,5,2026-05-05T19:34:35.000+05:45,2026-05-05T23:00:35.000+05:45,206,Road closure,high,Road closure affecting line 5 (high severity)
DIS-674239,DAMY,5,2026-04-23T10:55:52.000+05:45,2026-04-23T13:35:52.000+05:45,160,Planned engineering works,low,Planned engineering works affecting line 5 (low severity)
DIS-925043,SWWD,901,2026-06-22T01:11:01.000+05:45,2026-06-22T01:22:01.000+05:45,11,Planned engineering works,high,Planned engineering works affecting line 901 (high severity)
DIS-613795,WDBC,30,2026-07-07T15:37:33.000+05:45,2026-07-07T19:03:33.000+05:45,206,Vehicle breakdown,low,Vehicle breakdown affecting line 30 (low severity)
DIS-862518,SWWD,R12,2026-06-19T16:25:45.000+05:45,2026-06-19T17:25:45.000+05:45,60,Vehicle breakdown,low,Vehicle breakdown affecting line R12 (low severity)
DIS-965623,DAMY,CR9,2026-07-02T03:51:03.000+05:45,2026-07-02T04:02:03.000+05:45,11,Accident on route,severe,Accident on route affecting line CR9 (severe severity)
DIS-440763,SWWD,25,2026-05-30T15:24:51.000+05:45,2026-05-30T15:48:51.000+05:45,24,Road closure,medium,Road closure affecting line 25 (medium severity)
DIS-220507,WDBC,RG2,2026-06-14T16:17:44.000+05:45,2026-06-14T16:46:44.000+05:45,29,Road closure,low,Road closure affecting line RG2 (low severity)
DIS-553355,UNIL,U6H,2026-06-11T08:24:05.000+05:45,2026-06-11T09:57:05.000+05:45,93,Severe weather,high,Severe weather affecting line U6H (high severity)
DIS-493676,TDTR,1B,2026-06-24T16:07:44.000+05:45,2026-06-24T19:53:44.000+05:45,226,Traffic congestion,low,Traffic congestion affecting line 1B (low severity)
DIS-926200,WDBC,U1,2026-04-21T21:28:32.000+05:45,2026-04-21T22:53:32.000+05:45,85,Road closure,medium,Road closure affecting line U1 (medium severity)
DIS-581980,WDBC,1C,2026-06-24T07:46:57.000+05:45,2026-06-24T08:39:57.000+05:45,53,Traffic congestion,low,Traffic congestion affecting line 1C (low severity)
DIS-822147,TDTR,153,2026-06-16T06:34:55.000+05:45,2026-06-16T07:54:55.000+05:45,80,Traffic congestion,high,Traffic congestion affecting line 153 (high severity)
DIS-418329,SWWD,D3,2026-06-17T03:40:00.000+05:45,2026-06-17T04:35:00.000+05:45,55,Road closure,low,Road closure affecting line D3 (low severity)
DIS-834838,BLUS,538,2026-06-28T05:29:37.000+05:45,2026-06-28T08:39:37.000+05:45,190,Severe weather,severe,Severe weather affecting line 538 (severe severity)
DIS-593053,SWWD,X4,2026-05-21T04:03:24.000+05:45,2026-05-21T07:48:24.000+05:45,225,Road closure,medium,Road closure affecting line X4 (medium severity)
DIS-258204,WDBC,U3,2026-07-09T15:35:47.000+05:45,2026-07-09T17:53:47.000+05:45,138,Driver shortage,medium,Driver shortage affecting line U3 (medium severity)
DIS-758101,SWWD,D2,2026-05-30T11:15:35.000+05:45,2026-05-30T12:57:35.000+05:45,102,Accident on route,high,Accident on route affecting line D2 (high severity)
DIS-562561,DAMY,5,2026-05-04T16:55:15.000+05:45,2026-05-04T18:06:15.000+05:45,71,Driver shortage,low,Driver shortage affecting line 5 (low severity)
DIS-433540,DAMY,949,2026-05-10T13:20:26.000+05:45,2026-05-10T15:27:26.000+05:45,127,Diversion,low,Diversion affecting line 949 (low severity)
DIS-337424,WDBC,3,2026-04-21T14:45:32.000+05:45,2026-04-21T15:27:32.000+05:45,42,Severe weather,severe,Severe weather affecting line 3 (severe severity)
DIS-629989,WDBC,L5,2026-05-03T08:44:31.000+05:45,2026-05-03T09:04:31.000+05:45,20,Accident on route,low,Accident on route affecting line L5 (low severity)
DIS-349766,SQ,TW1,2026-07-18T11:42:42.000+05:45,2026-07-18T14:35:42.000+05:45,173,Diversion,low,Diversion affecting line TW1 (low severity)
DIS-347234,UNIL,U6C,2026-07-12T17:29:58.000+05:45,2026-07-12T19:41:58.000+05:45,132,Traffic congestion,severe,Traffic congestion affecting line U6C (severe severity)
DIS-751904,WDBC,L3,2026-05-30T04:43:59.000+05:45,2026-05-30T05:50:59.000+05:45,67,Diversion,low,Diversion affecting line L3 (low severity)
DIS-633108,SVCT,TNB,2026-06-24T06:43:48.000+05:45,2026-06-24T07:06:48.000+05:45,23,Driver shortage,high,Driver shortage affecting line TNB (high severity)
DIS-840060,WDBC,B,2026-06-24T13:24:12.000+05:45,2026-06-24T16:36:12.000+05:45,192,Roadworks,high,Roadworks affecting line B (high severity)
DIS-739370,WDBC,RG2,2026-07-11T18:00:50.000+05:45,2026-07-11T18:51:50.000+05:45,51,Vehicle breakdown,medium,Vehicle breakdown affecting line RG2 (medium severity)
DIS-718040,WDBC,119,2026-07-10T17:18:27.000+05:45,2026-07-10T18:02:27.000+05:45,44,Planned engineering works,medium,Planned engineering works affecting line 119 (medium severity)
DIS-765589,SVCT,209,2026-05-07T11:56:02.000+05:45,2026-05-07T14:10:02.000+05:45,134,Accident on route,medium,Accident on route affecting line 209 (medium severity)
DIS-967260,TDTR,21,2026-07-11T01:40:10.000+05:45,2026-07-11T03:27:10.000+05:45,107,Traffic congestion,medium,Traffic congestion affecting line 21 (medium severity)
DIS-904314,SVCT,207,2026-04-29T10:15:05.000+05:45,2026-04-29T10:54:05.000+05:45,39,Vehicle breakdown,low,Vehicle breakdown affecting line 207 (low severity)
DIS-519995,WDBC,38,2026-07-05T00:49:40.000+05:45,2026-07-05T03:21:40.000+05:45,152,Traffic congestion,low,Traffic congestion affecting line 38 (low severity)
DIS-429287,SQ,TW1,2026-05-17T02:48:37.000+05:45,2026-05-17T05:30:37.000+05:45,162,Road closure,low,Road closure affecting line TW1 (low severity)
DIS-122622,BLUS,1,2026-07-16T14:14:50.000+05:45,2026-07-16T16:51:50.000+05:45,157,Traffic congestion,severe,Traffic congestion affecting line 1 (severe severity)
DIS-726583,SWWD,R2,2026-06-13T19:22:52.000+05:45,2026-06-13T21:07:52.000+05:45,105,Driver shortage,medium,Driver shortage affecting line R2 (medium severity)
DIS-379947,SWWD,603,2026-07-03T05:08:56.000+05:45,2026-07-03T08:41:56.000+05:45,213,Roadworks,low,Roadworks affecting line 603 (low severity)
DIS-607388,BLUS,1,2026-05-16T00:58:55.000+05:45,2026-05-16T03:11:55.000+05:45,133,Diversion,severe,Diversion affecting line 1 (severe severity)
DIS-826498,TDTR,920,2026-05-30T13:57:32.000+05:45,2026-05-30T16:04:32.000+05:45,127,Planned engineering works,low,Planned engineering works affecting line 920 (low severity)
DIS-322005,BLUS,20,2026-07-02T15:33:43.000+05:45,2026-07-02T18:22:43.000+05:45,169,Road closure,low,Road closure affecting line 20 (low severity)
DIS-561182,WDBC,40,2026-04-23T09:39:01.000+05:45,2026-04-23T10:35:01.000+05:45,56,Planned engineering works,low,Planned engineering works affecting line 40 (low severity)
DIS-325959,TDTR,42,2026-06-07T01:57:39.000+05:45,2026-06-07T03:55:39.000+05:45,118,Planned engineering works,high,Planned engineering works affecting line 42 (high severity)
DIS-184887,WDBC,941,2026-04-28T14:02:48.000+05:45,2026-04-28T15:54:48.000+05:45,112,Diversion,high,Diversion affecting line 941 (high severity)
DIS-838031,SWWD,ST,2026-06-13T13:28:48.000+05:45,2026-06-13T14:16:48.000+05:45,48,Vehicle breakdown,low,Vehicle breakdown affecting line ST (low severity)
DIS-281364,WDBC,40,2026-05-02T23:14:28.000+05:45,2026-05-03T01:29:28.000+05:45,135,Traffic congestion,severe,Traffic congestion affecting line 40 (severe severity)
DIS-592746,WDBC,L5,2026-06-26T05:15:01.000+05:45,2026-06-26T07:48:01.000+05:45,153,Diversion,severe,Diversion affecting line L5 (severe severity)
DIS-675841,TDTR,920,2026-06-02T17:16:10.000+05:45,2026-06-02T19:40:10.000+05:45,144,Planned engineering works,medium,Planned engineering works affecting line 920 (medium severity)
DIS-783120,BLUS,17,2026-05-23T07:57:18.000+05:45,2026-05-23T09:45:18.000+05:45,108,Accident on route,high,Accident on route affecting line 17 (high severity)
DIS-194039,SWWD,MHDRT,2026-06-22T01:10:04.000+05:45,2026-06-22T01:48:04.000+05:45,38,Vehicle breakdown,high,Vehicle breakdown affecting line MHDRT (high severity)
DIS-996462,BLUS,538,2026-07-14T04:12:07.000+05:45,2026-07-14T08:05:07.000+05:45,233,Road closure,severe,Road closure affecting line 538 (severe severity)
